Nitrogen,Phosphorus,Potassium,Rainfall,Crop_Cotton,Crop_Maize,Crop_Millet,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat
0.6730434305960032,1.549447971308139,-1.6813085010528357,0.0484439722037086,2.3804761428476167,-0.3604767715468762,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
0.4712313074787609,-1.0018913101365483,-0.1517248317164335,0.1418621004202268,2.3804761428476167,-0.3604767715468762,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
-1.580525277546536,0.5681636322909515,-0.2010662404047045,-1.1926825883871752,-0.4200840252084029,-0.3604767715468762,-0.3692744729379982,2.774103850599873,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
-0.739641431224693,1.0588058017995452,0.7364205246724449,-0.5654465846476964,2.3804761428476167,-0.3604767715468762,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
-0.9078182004890616,0.1265856797332171,-0.3984318751577886,0.91589801992852,-0.4200840252084029,-0.3604767715468762,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,2.6457513110645903
1.5811979846235935,-0.413120706726236,1.5752244723730524,-1.032537225730287,-0.4200840252084029,-0.3604767715468762,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,2.6457513110645903
0.8412201998603719,0.5190994153400922,0.0949822117249215,1.3162614265707406,2.3804761428476167,-0.3604767715468762,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
-0.1678404157258397,-0.1677996219719391,0.5390548899193608,0.8224798917120019,-0.4200840252084029,2.774103850599873,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
-1.580525277546536,-0.1677996219719391,-0.1517248317164335,0.4888437195101513,-0.4200840252084029,-0.3604767715468762,2.7080128015453204,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
-0.4032878926959557,-1.1490839609891268,-0.5464561012226018,1.543134023667999,-0.4200840252084029,-0.3604767715468762,-0.3692744729379982,-0.3604767715468762,-0.4282895663715402,-0.3604767715468762,-0.3779644730092272
